id,Mention_country,treated,log_count,log_gdp,log_population,log_Rpop,pretrend_slope,incomelevel,region,log_count_bin,log_gdp_bin,log_population_bin,log_Rpop_bin,pretrend_slope_bin,stratum,n_control,n_treated,cem_w
0,afg,0,5.51668634215205,6.332389746422859,17.154466227690925,4.8283137373023015,0.1832613383003571,LIC,South Asia,"(-0.75, 0.75]","(-1.5, -0.75]","(-0.75, 0.75]","(-1.5, -0.75]","(1.5, 3.0]","(-0.75, 0.75]|(-1.5, -0.75]|(-1.5, -0.75]",162,18,0.1111111111111111
1,afg,0,5.51668634215205,6.332389746422859,17.154466227690925,4.8283137373023015,0.1832613383003571,LIC,South Asia,"(-0.75, 0.75]","(-1.5, -0.75]","(-0.75, 0.75]","(-1.5, -0.75]","(1.5, 3.0]","(-0.75, 0.75]|(-1.5, -0.75]|(-1.5, -0.75]",162,18,0.1111111111111111
2,afg,0,5.51668634215205,6.332389746422859,17.154466227690925,4.8283137373023015,0.1832613383003571,LIC,South Asia,"(-0.75, 0.75]","(-1.5, -0.75]","(-0.75, 0.75]","(-1.5, -0.75]","(1.5, 3.0]","(-0.75, 0.75]|(-1.5, -0.75]|(-1.5, -0.75]",162,18,0.1111111111111111
3,afg,0,5.51668634215205,6.332389746422859,17.154466227690925,4.8283137373023015,0.1832613383003571,LIC,South Asia,"(-0.75, 0.75]","(-1.5, -0.75]","(-0.75, 0.75]","(-1.5, -0.75]","(1.5, 3.0]","(-0.75, 0.75]|(-1.5, -0.75]|(-1.5, -0.75]",162,18,0.1111111111111111
4,afg,0,5.51668634215205,6.332389746422859,17.154466227690925,4.8283137373023015,0.1832613383003571,LIC,South Asia,"(-0.75, 0.75]","(-1.5, -0.75]","(-0.75, 0.75]","(-1.5, -0.75]","(1.5, 3.0]","(-0.75, 0.75]|(-1.5, -0.75]|(-1.5, -0.75]",162,18,0.1111111111111111
5,afg,0,5.51668634215205,6.332389746422859,17.154466227690925,4.8283137373023015,0.1832613383003571,LIC,South Asia,"(-0.75, 0.75]","(-1.5, -0.75]","(-0.75, 0.75]","(-1.5, -0.75]","(1.5, 3.0]","(-0.75, 0.75]|(-1.5, -0.75]|(-1.5, -0.75]",162,18,0.1111111111111111
6,afg,0,5.51668634215205,6.332389746422859,17.154466227690925,4.8283137373023015,0.1832613383003571,LIC,South Asia,"(-0.75, 0.75]","(-1.5, -0.75]","(-0.75, 0.75]","(-1.5, -0.75]","(1.5, 3.0]","(-0.75, 0.75]|(-1.5, -0.75]|(-1.5, -0.75]",162,18,0.1111111111111111
7,afg,0,5.51668634215205,6.332389746422859,17.154466227690925,4.8283137373023015,0.1832613383003571,LIC,South Asia,"(-0.75, 0.75]","(-1.5, -0.75]","(-0.75, 0.75]","(-1.5, -0.75]","(1.5, 3.0]","(-0.75, 0.75]|(-1.5, -0.75]|(-1.5, -0.75]",162,18,0.1111111111111111
8,afg,0,5.51668634215205,6.332389746422859,17.154466227690925,4.8283137373023015,0.1832613383003571,LIC,South Asia,"(-0.75, 0.75]","(-1.5, -0.75]","(-0.75, 0.75]","(-1.5, -0.75]","(1.5, 3.0]","(-0.75, 0.75]|(-1.5, -0.75]|(-1.5, -0.75]",162,18,0.1111111111111111
9,afg,0,5.51668634215205,6.332389746422859,17.154466227690925,4.8283137373023015,0.1832613383003571,LIC,South Asia,"(-0.75, 0.75]","(-1.5, -0.75]","(-0.75, 0.75]","(-1.5, -0.75]","(1.5, 3.0]","(-0.75, 0.75]|(-1.5, -0.75]|(-1.5, -0.75]",162,18,0.1111111111111111
10,afg,0,5.51668634215205,6.332389746422859,17.154466227690925,4.8283137373023015,0.1832613383003571,LIC,South Asia,"(-0.75, 0.75]","(-1.5, -0.75]","(-0.75, 0.75]","(-1.5, -0.75]","(1.5, 3.0]","(-0.75, 0.75]|(-1.5, -0.75]|(-1.5, -0.75]",162,18,0.1111111111111111
11,afg,0,5.51668634215205,6.332389746422859,17.154466227690925,4.8283137373023015,0.1832613383003571,LIC,South Asia,"(-0.75, 0.75]","(-1.5, -0.75]","(-0.75, 0.75]","(-1.5, -0.75]","(1.5, 3.0]","(-0.75, 0.75]|(-1.5, -0.75]|(-1.5, -0.75]",162,18,0.1111111111111111
12,afg,0,5.51668634215205,6.332389746422859,17.154466227690925,4.8283137373023015,0.1832613383003571,LIC,South Asia,"(-0.75, 0.75]","(-1.5, -0.75]","(-0.75, 0.75]","(-1.5, -0.75]","(1.5, 3.0]","(-0.75, 0.75]|(-1.5, -0.75]|(-1.5, -0.75]",162,18,0.1111111111111111
13,afg,0,5.51668634215205,6.332389746422859,17.154466227690925,4.8283137373023015,0.1832613383003571,LIC,South Asia,"(-0.75, 0.75]","(-1.5, -0.75]","(-0.75, 0.75]","(-1.5, -0.75]","(1.5, 3.0]","(-0.75, 0.75]|(-1.5, -0.75]|(-1.5, -0.75]",162,18,0.1111111111111111
14,afg,0,5.51668634215205,6.332389746422859,17.154466227690925,4.8283137373023015,0.1832613383003571,LIC,South Asia,"(-0.75, 0.75]","(-1.5, -0.75]","(-0.75, 0.75]","(-1.5, -0.75]","(1.5, 3.0]","(-0.75, 0.75]|(-1.5, -0.75]|(-1.5, -0.75]",162,18,0.1111111111111111
15,afg,0,5.51668634215205,6.332389746422859,17.154466227690925,4.8283137373023015,0.1832613383003571,LIC,South Asia,"(-0.75, 0.75]","(-1.5, -0.75]","(-0.75, 0.75]","(-1.5, -0.75]","(1.5, 3.0]","(-0.75, 0.75]|(-1.5, -0.75]|(-1.5, -0.75]",162,18,0.1111111111111111
16,afg,0,5.51668634215205,6.332389746422859,17.154466227690925,4.8283137373023015,0.1832613383003571,LIC,South Asia,"(-0.75, 0.75]","(-1.5, -0.75]","(-0.75, 0.75]","(-1.5, -0.75]","(1.5, 3.0]","(-0.75, 0.75]|(-1.5, -0.75]|(-1.5, -0.75]",162,18,0.1111111111111111
17,afg,0,5.51668634215205,6.332389746422859,17.154466227690925,4.8283137373023015,0.1832613383003571,LIC,South Asia,"(-0.75, 0.75]","(-1.5, -0.75]","(-0.75, 0.75]","(-1.5, -0.75]","(1.5, 3.0]","(-0.75, 0.75]|(-1.5, -0.75]|(-1.5, -0.75]",162,18,0.1111111111111111
72,arg,0,7.452418362006199,9.248210599784063,17.523909584612287,10.373178632943564,0.09668897134009058,UMC,Latin America & Caribbean ,"(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]","(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]|(0.75, 1.5]|(-0.75, 0.75]",108,18,0.16666666666666666
73,arg,0,7.452418362006199,9.248210599784063,17.523909584612287,10.373178632943564,0.09668897134009058,UMC,Latin America & Caribbean ,"(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]","(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]|(0.75, 1.5]|(-0.75, 0.75]",108,18,0.16666666666666666
74,arg,0,7.452418362006199,9.248210599784063,17.523909584612287,10.373178632943564,0.09668897134009058,UMC,Latin America & Caribbean ,"(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]","(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]|(0.75, 1.5]|(-0.75, 0.75]",108,18,0.16666666666666666
75,arg,0,7.452418362006199,9.248210599784063,17.523909584612287,10.373178632943564,0.09668897134009058,UMC,Latin America & Caribbean ,"(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]","(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]|(0.75, 1.5]|(-0.75, 0.75]",108,18,0.16666666666666666
76,arg,0,7.452418362006199,9.248210599784063,17.523909584612287,10.373178632943564,0.09668897134009058,UMC,Latin America & Caribbean ,"(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]","(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]|(0.75, 1.5]|(-0.75, 0.75]",108,18,0.16666666666666666
77,arg,0,7.452418362006199,9.248210599784063,17.523909584612287,10.373178632943564,0.09668897134009058,UMC,Latin America & Caribbean ,"(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]","(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]|(0.75, 1.5]|(-0.75, 0.75]",108,18,0.16666666666666666
78,arg,0,7.452418362006199,9.248210599784063,17.523909584612287,10.373178632943564,0.09668897134009058,UMC,Latin America & Caribbean ,"(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]","(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]|(0.75, 1.5]|(-0.75, 0.75]",108,18,0.16666666666666666
79,arg,0,7.452418362006199,9.248210599784063,17.523909584612287,10.373178632943564,0.09668897134009058,UMC,Latin America & Caribbean ,"(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]","(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]|(0.75, 1.5]|(-0.75, 0.75]",108,18,0.16666666666666666
80,arg,0,7.452418362006199,9.248210599784063,17.523909584612287,10.373178632943564,0.09668897134009058,UMC,Latin America & Caribbean ,"(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]","(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]|(0.75, 1.5]|(-0.75, 0.75]",108,18,0.16666666666666666
81,arg,0,7.452418362006199,9.248210599784063,17.523909584612287,10.373178632943564,0.09668897134009058,UMC,Latin America & Caribbean ,"(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]","(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]|(0.75, 1.5]|(-0.75, 0.75]",108,18,0.16666666666666666
82,arg,0,7.452418362006199,9.248210599784063,17.523909584612287,10.373178632943564,0.09668897134009058,UMC,Latin America & Caribbean ,"(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]","(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]|(0.75, 1.5]|(-0.75, 0.75]",108,18,0.16666666666666666
83,arg,0,7.452418362006199,9.248210599784063,17.523909584612287,10.373178632943564,0.09668897134009058,UMC,Latin America & Caribbean ,"(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]","(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]|(0.75, 1.5]|(-0.75, 0.75]",108,18,0.16666666666666666
84,arg,0,7.452418362006199,9.248210599784063,17.523909584612287,10.373178632943564,0.09668897134009058,UMC,Latin America & Caribbean ,"(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]","(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]|(0.75, 1.5]|(-0.75, 0.75]",108,18,0.16666666666666666
85,arg,0,7.452418362006199,9.248210599784063,17.523909584612287,10.373178632943564,0.09668897134009058,UMC,Latin America & Caribbean ,"(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]","(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]|(0.75, 1.5]|(-0.75, 0.75]",108,18,0.16666666666666666
86,arg,0,7.452418362006199,9.248210599784063,17.523909584612287,10.373178632943564,0.09668897134009058,UMC,Latin America & Caribbean ,"(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]","(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]|(0.75, 1.5]|(-0.75, 0.75]",108,18,0.16666666666666666
87,arg,0,7.452418362006199,9.248210599784063,17.523909584612287,10.373178632943564,0.09668897134009058,UMC,Latin America & Caribbean ,"(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]","(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]|(0.75, 1.5]|(-0.75, 0.75]",108,18,0.16666666666666666
88,arg,0,7.452418362006199,9.248210599784063,17.523909584612287,10.373178632943564,0.09668897134009058,UMC,Latin America & Caribbean ,"(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]","(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]|(0.75, 1.5]|(-0.75, 0.75]",108,18,0.16666666666666666
89,arg,0,7.452418362006199,9.248210599784063,17.523909584612287,10.373178632943564,0.09668897134009058,UMC,Latin America & Caribbean ,"(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]","(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]|(0.75, 1.5]|(-0.75, 0.75]",108,18,0.16666666666666666
144,aze,0,4.542185530500262,8.673090990146315,16.01875387518139,7.533693709848633,0.18785765024929643,UMC,Europe & Central Asia,"(-1.5, -0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(1.5, 3.0]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
145,aze,0,4.542185530500262,8.673090990146315,16.01875387518139,7.533693709848633,0.18785765024929643,UMC,Europe & Central Asia,"(-1.5, -0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(1.5, 3.0]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
146,aze,0,4.542185530500262,8.673090990146315,16.01875387518139,7.533693709848633,0.18785765024929643,UMC,Europe & Central Asia,"(-1.5, -0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(1.5, 3.0]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
147,aze,0,4.542185530500262,8.673090990146315,16.01875387518139,7.533693709848633,0.18785765024929643,UMC,Europe & Central Asia,"(-1.5, -0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(1.5, 3.0]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
148,aze,0,4.542185530500262,8.673090990146315,16.01875387518139,7.533693709848633,0.18785765024929643,UMC,Europe & Central Asia,"(-1.5, -0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(1.5, 3.0]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
149,aze,0,4.542185530500262,8.673090990146315,16.01875387518139,7.533693709848633,0.18785765024929643,UMC,Europe & Central Asia,"(-1.5, -0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(1.5, 3.0]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
150,aze,0,4.542185530500262,8.673090990146315,16.01875387518139,7.533693709848633,0.18785765024929643,UMC,Europe & Central Asia,"(-1.5, -0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(1.5, 3.0]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
151,aze,0,4.542185530500262,8.673090990146315,16.01875387518139,7.533693709848633,0.18785765024929643,UMC,Europe & Central Asia,"(-1.5, -0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(1.5, 3.0]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
152,aze,0,4.542185530500262,8.673090990146315,16.01875387518139,7.533693709848633,0.18785765024929643,UMC,Europe & Central Asia,"(-1.5, -0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(1.5, 3.0]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
153,aze,0,4.542185530500262,8.673090990146315,16.01875387518139,7.533693709848633,0.18785765024929643,UMC,Europe & Central Asia,"(-1.5, -0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(1.5, 3.0]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
154,aze,0,4.542185530500262,8.673090990146315,16.01875387518139,7.533693709848633,0.18785765024929643,UMC,Europe & Central Asia,"(-1.5, -0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(1.5, 3.0]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
155,aze,0,4.542185530500262,8.673090990146315,16.01875387518139,7.533693709848633,0.18785765024929643,UMC,Europe & Central Asia,"(-1.5, -0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(1.5, 3.0]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
156,aze,0,4.542185530500262,8.673090990146315,16.01875387518139,7.533693709848633,0.18785765024929643,UMC,Europe & Central Asia,"(-1.5, -0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(1.5, 3.0]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
157,aze,0,4.542185530500262,8.673090990146315,16.01875387518139,7.533693709848633,0.18785765024929643,UMC,Europe & Central Asia,"(-1.5, -0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(1.5, 3.0]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
158,aze,0,4.542185530500262,8.673090990146315,16.01875387518139,7.533693709848633,0.18785765024929643,UMC,Europe & Central Asia,"(-1.5, -0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(1.5, 3.0]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
159,aze,0,4.542185530500262,8.673090990146315,16.01875387518139,7.533693709848633,0.18785765024929643,UMC,Europe & Central Asia,"(-1.5, -0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(1.5, 3.0]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
160,aze,0,4.542185530500262,8.673090990146315,16.01875387518139,7.533693709848633,0.18785765024929643,UMC,Europe & Central Asia,"(-1.5, -0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(1.5, 3.0]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
161,aze,0,4.542185530500262,8.673090990146315,16.01875387518139,7.533693709848633,0.18785765024929643,UMC,Europe & Central Asia,"(-1.5, -0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(1.5, 3.0]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
252,bgr,0,5.798682410642829,8.89169083761923,15.874387209399332,8.96341629199657,0.10375191951129825,UMC,Europe & Central Asia,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
253,bgr,0,5.798682410642829,8.89169083761923,15.874387209399332,8.96341629199657,0.10375191951129825,UMC,Europe & Central Asia,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
254,bgr,0,5.798682410642829,8.89169083761923,15.874387209399332,8.96341629199657,0.10375191951129825,UMC,Europe & Central Asia,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
255,bgr,0,5.798682410642829,8.89169083761923,15.874387209399332,8.96341629199657,0.10375191951129825,UMC,Europe & Central Asia,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
256,bgr,0,5.798682410642829,8.89169083761923,15.874387209399332,8.96341629199657,0.10375191951129825,UMC,Europe & Central Asia,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
257,bgr,0,5.798682410642829,8.89169083761923,15.874387209399332,8.96341629199657,0.10375191951129825,UMC,Europe & Central Asia,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
258,bgr,0,5.798682410642829,8.89169083761923,15.874387209399332,8.96341629199657,0.10375191951129825,UMC,Europe & Central Asia,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
259,bgr,0,5.798682410642829,8.89169083761923,15.874387209399332,8.96341629199657,0.10375191951129825,UMC,Europe & Central Asia,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
260,bgr,0,5.798682410642829,8.89169083761923,15.874387209399332,8.96341629199657,0.10375191951129825,UMC,Europe & Central Asia,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
261,bgr,0,5.798682410642829,8.89169083761923,15.874387209399332,8.96341629199657,0.10375191951129825,UMC,Europe & Central Asia,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
262,bgr,0,5.798682410642829,8.89169083761923,15.874387209399332,8.96341629199657,0.10375191951129825,UMC,Europe & Central Asia,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
263,bgr,0,5.798682410642829,8.89169083761923,15.874387209399332,8.96341629199657,0.10375191951129825,UMC,Europe & Central Asia,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
264,bgr,0,5.798682410642829,8.89169083761923,15.874387209399332,8.96341629199657,0.10375191951129825,UMC,Europe & Central Asia,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
265,bgr,0,5.798682410642829,8.89169083761923,15.874387209399332,8.96341629199657,0.10375191951129825,UMC,Europe & Central Asia,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
266,bgr,0,5.798682410642829,8.89169083761923,15.874387209399332,8.96341629199657,0.10375191951129825,UMC,Europe & Central Asia,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
267,bgr,0,5.798682410642829,8.89169083761923,15.874387209399332,8.96341629199657,0.10375191951129825,UMC,Europe & Central Asia,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
268,bgr,0,5.798682410642829,8.89169083761923,15.874387209399332,8.96341629199657,0.10375191951129825,UMC,Europe & Central Asia,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
269,bgr,0,5.798682410642829,8.89169083761923,15.874387209399332,8.96341629199657,0.10375191951129825,UMC,Europe & Central Asia,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
270,bhr,1,4.1832489927885925,10.05000149438816,14.009138786091711,6.249975242259483,0.11782959375566035,HIC,Middle East & North Africa,"(-1.5, -0.75]","(0.75, 1.5]","(-3.0, -1.5]","(-0.75, 0.75]","(-0.75, 0.75]","(-3.0, -1.5]|(-0.75, 0.75]|(0.75, 1.5]",54,18,1.0
271,bhr,1,4.1832489927885925,10.05000149438816,14.009138786091711,6.249975242259483,0.11782959375566035,HIC,Middle East & North Africa,"(-1.5, -0.75]","(0.75, 1.5]","(-3.0, -1.5]","(-0.75, 0.75]","(-0.75, 0.75]","(-3.0, -1.5]|(-0.75, 0.75]|(0.75, 1.5]",54,18,1.0
272,bhr,1,4.1832489927885925,10.05000149438816,14.009138786091711,6.249975242259483,0.11782959375566035,HIC,Middle East & North Africa,"(-1.5, -0.75]","(0.75, 1.5]","(-3.0, -1.5]","(-0.75, 0.75]","(-0.75, 0.75]","(-3.0, -1.5]|(-0.75, 0.75]|(0.75, 1.5]",54,18,1.0
273,bhr,1,4.1832489927885925,10.05000149438816,14.009138786091711,6.249975242259483,0.11782959375566035,HIC,Middle East & North Africa,"(-1.5, -0.75]","(0.75, 1.5]","(-3.0, -1.5]","(-0.75, 0.75]","(-0.75, 0.75]","(-3.0, -1.5]|(-0.75, 0.75]|(0.75, 1.5]",54,18,1.0
274,bhr,1,4.1832489927885925,10.05000149438816,14.009138786091711,6.249975242259483,0.11782959375566035,HIC,Middle East & North Africa,"(-1.5, -0.75]","(0.75, 1.5]","(-3.0, -1.5]","(-0.75, 0.75]","(-0.75, 0.75]","(-3.0, -1.5]|(-0.75, 0.75]|(0.75, 1.5]",54,18,1.0
275,bhr,1,4.1832489927885925,10.05000149438816,14.009138786091711,6.249975242259483,0.11782959375566035,HIC,Middle East & North Africa,"(-1.5, -0.75]","(0.75, 1.5]","(-3.0, -1.5]","(-0.75, 0.75]","(-0.75, 0.75]","(-3.0, -1.5]|(-0.75, 0.75]|(0.75, 1.5]",54,18,1.0
276,bhr,1,4.1832489927885925,10.05000149438816,14.009138786091711,6.249975242259483,0.11782959375566035,HIC,Middle East & North Africa,"(-1.5, -0.75]","(0.75, 1.5]","(-3.0, -1.5]","(-0.75, 0.75]","(-0.75, 0.75]","(-3.0, -1.5]|(-0.75, 0.75]|(0.75, 1.5]",54,18,1.0
277,bhr,1,4.1832489927885925,10.05000149438816,14.009138786091711,6.249975242259483,0.11782959375566035,HIC,Middle East & North Africa,"(-1.5, -0.75]","(0.75, 1.5]","(-3.0, -1.5]","(-0.75, 0.75]","(-0.75, 0.75]","(-3.0, -1.5]|(-0.75, 0.75]|(0.75, 1.5]",54,18,1.0
278,bhr,1,4.1832489927885925,10.05000149438816,14.009138786091711,6.249975242259483,0.11782959375566035,HIC,Middle East & North Africa,"(-1.5, -0.75]","(0.75, 1.5]","(-3.0, -1.5]","(-0.75, 0.75]","(-0.75, 0.75]","(-3.0, -1.5]|(-0.75, 0.75]|(0.75, 1.5]",54,18,1.0
279,bhr,1,4.1832489927885925,10.05000149438816,14.009138786091711,6.249975242259483,0.11782959375566035,HIC,Middle East & North Africa,"(-1.5, -0.75]","(0.75, 1.5]","(-3.0, -1.5]","(-0.75, 0.75]","(-0.75, 0.75]","(-3.0, -1.5]|(-0.75, 0.75]|(0.75, 1.5]",54,18,1.0
