id,Mention_country,treated,log_count,log_gdp,log_population,log_Rpop,pretrend_slope,incomelevel,region,log_count_bin,log_gdp_bin,log_population_bin,log_Rpop_bin,pretrend_slope_bin,stratum,n_control,n_treated,cem_w
562,cyp,0,5.236666071045095,10.474392612767318,13.93745027596761,7.374001859350161,0.12715218674878453,HIC,Europe & Central Asia,"(-0.75, 0.75]","(0.75, 1.5]","(-3.0, -1.5]","(-0.75, 0.75]","(-0.75, 0.75]","(-3.0, -1.5]|(-0.75, 0.75]|(0.75, 1.5]",54,18,0.3333333333333333
563,cyp,0,5.236666071045095,10.474392612767318,13.93745027596761,7.374001859350161,0.12715218674878453,HIC,Europe & Central Asia,"(-0.75, 0.75]","(0.75, 1.5]","(-3.0, -1.5]","(-0.75, 0.75]","(-0.75, 0.75]","(-3.0, -1.5]|(-0.75, 0.75]|(0.75, 1.5]",54,18,0.3333333333333333
564,cyp,0,5.236666071045095,10.474392612767318,13.93745027596761,7.374001859350161,0.12715218674878453,HIC,Europe & Central Asia,"(-0.75, 0.75]","(0.75, 1.5]","(-3.0, -1.5]","(-0.75, 0.75]","(-0.75, 0.75]","(-3.0, -1.5]|(-0.75, 0.75]|(0.75, 1.5]",54,18,0.3333333333333333
565,cyp,0,5.236666071045095,10.474392612767318,13.93745027596761,7.374001859350161,0.12715218674878453,HIC,Europe & Central Asia,"(-0.75, 0.75]","(0.75, 1.5]","(-3.0, -1.5]","(-0.75, 0.75]","(-0.75, 0.75]","(-3.0, -1.5]|(-0.75, 0.75]|(0.75, 1.5]",54,18,0.3333333333333333
566,cyp,0,5.236666071045095,10.474392612767318,13.93745027596761,7.374001859350161,0.12715218674878453,HIC,Europe & Central Asia,"(-0.75, 0.75]","(0.75, 1.5]","(-3.0, -1.5]","(-0.75, 0.75]","(-0.75, 0.75]","(-3.0, -1.5]|(-0.75, 0.75]|(0.75, 1.5]",54,18,0.3333333333333333
567,cyp,0,5.236666071045095,10.474392612767318,13.93745027596761,7.374001859350161,0.12715218674878453,HIC,Europe & Central Asia,"(-0.75, 0.75]","(0.75, 1.5]","(-3.0, -1.5]","(-0.75, 0.75]","(-0.75, 0.75]","(-3.0, -1.5]|(-0.75, 0.75]|(0.75, 1.5]",54,18,0.3333333333333333
568,cyp,0,5.236666071045095,10.474392612767318,13.93745027596761,7.374001859350161,0.12715218674878453,HIC,Europe & Central Asia,"(-0.75, 0.75]","(0.75, 1.5]","(-3.0, -1.5]","(-0.75, 0.75]","(-0.75, 0.75]","(-3.0, -1.5]|(-0.75, 0.75]|(0.75, 1.5]",54,18,0.3333333333333333
569,cyp,0,5.236666071045095,10.474392612767318,13.93745027596761,7.374001859350161,0.12715218674878453,HIC,Europe & Central Asia,"(-0.75, 0.75]","(0.75, 1.5]","(-3.0, -1.5]","(-0.75, 0.75]","(-0.75, 0.75]","(-3.0, -1.5]|(-0.75, 0.75]|(0.75, 1.5]",54,18,0.3333333333333333
570,cyp,0,5.236666071045095,10.474392612767318,13.93745027596761,7.374001859350161,0.12715218674878453,HIC,Europe & Central Asia,"(-0.75, 0.75]","(0.75, 1.5]","(-3.0, -1.5]","(-0.75, 0.75]","(-0.75, 0.75]","(-3.0, -1.5]|(-0.75, 0.75]|(0.75, 1.5]",54,18,0.3333333333333333
571,cyp,0,5.236666071045095,10.474392612767318,13.93745027596761,7.374001859350161,0.12715218674878453,HIC,Europe & Central Asia,"(-0.75, 0.75]","(0.75, 1.5]","(-3.0, -1.5]","(-0.75, 0.75]","(-0.75, 0.75]","(-3.0, -1.5]|(-0.75, 0.75]|(0.75, 1.5]",54,18,0.3333333333333333
572,cyp,0,5.236666071045095,10.474392612767318,13.93745027596761,7.374001859350161,0.12715218674878453,HIC,Europe & Central Asia,"(-0.75, 0.75]","(0.75, 1.5]","(-3.0, -1.5]","(-0.75, 0.75]","(-0.75, 0.75]","(-3.0, -1.5]|(-0.75, 0.75]|(0.75, 1.5]",54,18,0.3333333333333333
573,cyp,0,5.236666071045095,10.474392612767318,13.93745027596761,7.374001859350161,0.12715218674878453,HIC,Europe & Central Asia,"(-0.75, 0.75]","(0.75, 1.5]","(-3.0, -1.5]","(-0.75, 0.75]","(-0.75, 0.75]","(-3.0, -1.5]|(-0.75, 0.75]|(0.75, 1.5]",54,18,0.3333333333333333
574,cyp,0,5.236666071045095,10.474392612767318,13.93745027596761,7.374001859350161,0.12715218674878453,HIC,Europe & Central Asia,"(-0.75, 0.75]","(0.75, 1.5]","(-3.0, -1.5]","(-0.75, 0.75]","(-0.75, 0.75]","(-3.0, -1.5]|(-0.75, 0.75]|(0.75, 1.5]",54,18,0.3333333333333333
575,cyp,0,5.236666071045095,10.474392612767318,13.93745027596761,7.374001859350161,0.12715218674878453,HIC,Europe & Central Asia,"(-0.75, 0.75]","(0.75, 1.5]","(-3.0, -1.5]","(-0.75, 0.75]","(-0.75, 0.75]","(-3.0, -1.5]|(-0.75, 0.75]|(0.75, 1.5]",54,18,0.3333333333333333
666,dza,0,5.63545864524827,8.506448476599594,17.395031068908104,9.08851166361105,0.13716290279282567,LMC,Middle East & North Africa,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
667,dza,0,5.63545864524827,8.506448476599594,17.395031068908104,9.08851166361105,0.13716290279282567,LMC,Middle East & North Africa,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
668,dza,0,5.63545864524827,8.506448476599594,17.395031068908104,9.08851166361105,0.13716290279282567,LMC,Middle East & North Africa,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
669,dza,0,5.63545864524827,8.506448476599594,17.395031068908104,9.08851166361105,0.13716290279282567,LMC,Middle East & North Africa,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
670,dza,0,5.63545864524827,8.506448476599594,17.395031068908104,9.08851166361105,0.13716290279282567,LMC,Middle East & North Africa,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
671,dza,0,5.63545864524827,8.506448476599594,17.395031068908104,9.08851166361105,0.13716290279282567,LMC,Middle East & North Africa,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
672,dza,0,5.63545864524827,8.506448476599594,17.395031068908104,9.08851166361105,0.13716290279282567,LMC,Middle East & North Africa,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
673,dza,0,5.63545864524827,8.506448476599594,17.395031068908104,9.08851166361105,0.13716290279282567,LMC,Middle East & North Africa,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
674,dza,0,5.63545864524827,8.506448476599594,17.395031068908104,9.08851166361105,0.13716290279282567,LMC,Middle East & North Africa,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
675,dza,0,5.63545864524827,8.506448476599594,17.395031068908104,9.08851166361105,0.13716290279282567,LMC,Middle East & North Africa,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
676,dza,0,5.63545864524827,8.506448476599594,17.395031068908104,9.08851166361105,0.13716290279282567,LMC,Middle East & North Africa,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
677,dza,0,5.63545864524827,8.506448476599594,17.395031068908104,9.08851166361105,0.13716290279282567,LMC,Middle East & North Africa,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
678,dza,0,5.63545864524827,8.506448476599594,17.395031068908104,9.08851166361105,0.13716290279282567,LMC,Middle East & North Africa,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
679,dza,0,5.63545864524827,8.506448476599594,17.395031068908104,9.08851166361105,0.13716290279282567,LMC,Middle East & North Africa,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
680,dza,0,5.63545864524827,8.506448476599594,17.395031068908104,9.08851166361105,0.13716290279282567,LMC,Middle East & North Africa,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
681,dza,0,5.63545864524827,8.506448476599594,17.395031068908104,9.08851166361105,0.13716290279282567,LMC,Middle East & North Africa,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
682,dza,0,5.63545864524827,8.506448476599594,17.395031068908104,9.08851166361105,0.13716290279282567,LMC,Middle East & North Africa,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
683,dza,0,5.63545864524827,8.506448476599594,17.395031068908104,9.08851166361105,0.13716290279282567,LMC,Middle East & North Africa,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
684,ecu,0,5.693295246901833,8.442522735271872,16.522866184572123,6.841615476477592,0.09298356226491711,UMC,Latin America & Caribbean ,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
685,ecu,0,5.693295246901833,8.442522735271872,16.522866184572123,6.841615476477592,0.09298356226491711,UMC,Latin America & Caribbean ,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
686,ecu,0,5.693295246901833,8.442522735271872,16.522866184572123,6.841615476477592,0.09298356226491711,UMC,Latin America & Caribbean ,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
687,ecu,0,5.693295246901833,8.442522735271872,16.522866184572123,6.841615476477592,0.09298356226491711,UMC,Latin America & Caribbean ,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
688,ecu,0,5.693295246901833,8.442522735271872,16.522866184572123,6.841615476477592,0.09298356226491711,UMC,Latin America & Caribbean ,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
689,ecu,0,5.693295246901833,8.442522735271872,16.522866184572123,6.841615476477592,0.09298356226491711,UMC,Latin America & Caribbean ,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
690,ecu,0,5.693295246901833,8.442522735271872,16.522866184572123,6.841615476477592,0.09298356226491711,UMC,Latin America & Caribbean ,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
691,ecu,0,5.693295246901833,8.442522735271872,16.522866184572123,6.841615476477592,0.09298356226491711,UMC,Latin America & Caribbean ,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
692,ecu,0,5.693295246901833,8.442522735271872,16.522866184572123,6.841615476477592,0.09298356226491711,UMC,Latin America & Caribbean ,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
693,ecu,0,5.693295246901833,8.442522735271872,16.522866184572123,6.841615476477592,0.09298356226491711,UMC,Latin America & Caribbean ,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
694,ecu,0,5.693295246901833,8.442522735271872,16.522866184572123,6.841615476477592,0.09298356226491711,UMC,Latin America & Caribbean ,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
695,ecu,0,5.693295246901833,8.442522735271872,16.522866184572123,6.841615476477592,0.09298356226491711,UMC,Latin America & Caribbean ,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
696,ecu,0,5.693295246901833,8.442522735271872,16.522866184572123,6.841615476477592,0.09298356226491711,UMC,Latin America & Caribbean ,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
697,ecu,0,5.693295246901833,8.442522735271872,16.522866184572123,6.841615476477592,0.09298356226491711,UMC,Latin America & Caribbean ,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
698,ecu,0,5.693295246901833,8.442522735271872,16.522866184572123,6.841615476477592,0.09298356226491711,UMC,Latin America & Caribbean ,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
699,ecu,0,5.693295246901833,8.442522735271872,16.522866184572123,6.841615476477592,0.09298356226491711,UMC,Latin America & Caribbean ,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
700,ecu,0,5.693295246901833,8.442522735271872,16.522866184572123,6.841615476477592,0.09298356226491711,UMC,Latin America & Caribbean ,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
701,ecu,0,5.693295246901833,8.442522735271872,16.522866184572123,6.841615476477592,0.09298356226491711,UMC,Latin America & Caribbean ,"(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]","(-0.75, 0.75]|(-0.75, 0.75]|(-0.75, 0.75]",288,90,0.3125
702,egy,1,6.919651211217761,7.827947204963407,18.284315774824844,10.113991560303875,0.11381010730488728,LMC,Middle East & North Africa,"(-0.75, 0.75]","(-0.75, 0.75]","(0.75, 1.5]","(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]|(0.75, 1.5]|(-0.75, 0.75]",108,18,1.0
703,egy,1,6.919651211217761,7.827947204963407,18.284315774824844,10.113991560303875,0.11381010730488728,LMC,Middle East & North Africa,"(-0.75, 0.75]","(-0.75, 0.75]","(0.75, 1.5]","(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]|(0.75, 1.5]|(-0.75, 0.75]",108,18,1.0
704,egy,1,6.919651211217761,7.827947204963407,18.284315774824844,10.113991560303875,0.11381010730488728,LMC,Middle East & North Africa,"(-0.75, 0.75]","(-0.75, 0.75]","(0.75, 1.5]","(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]|(0.75, 1.5]|(-0.75, 0.75]",108,18,1.0
705,egy,1,6.919651211217761,7.827947204963407,18.284315774824844,10.113991560303875,0.11381010730488728,LMC,Middle East & North Africa,"(-0.75, 0.75]","(-0.75, 0.75]","(0.75, 1.5]","(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]|(0.75, 1.5]|(-0.75, 0.75]",108,18,1.0
706,egy,1,6.919651211217761,7.827947204963407,18.284315774824844,10.113991560303875,0.11381010730488728,LMC,Middle East & North Africa,"(-0.75, 0.75]","(-0.75, 0.75]","(0.75, 1.5]","(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]|(0.75, 1.5]|(-0.75, 0.75]",108,18,1.0
707,egy,1,6.919651211217761,7.827947204963407,18.284315774824844,10.113991560303875,0.11381010730488728,LMC,Middle East & North Africa,"(-0.75, 0.75]","(-0.75, 0.75]","(0.75, 1.5]","(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]|(0.75, 1.5]|(-0.75, 0.75]",108,18,1.0
708,egy,1,6.919651211217761,7.827947204963407,18.284315774824844,10.113991560303875,0.11381010730488728,LMC,Middle East & North Africa,"(-0.75, 0.75]","(-0.75, 0.75]","(0.75, 1.5]","(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]|(0.75, 1.5]|(-0.75, 0.75]",108,18,1.0
709,egy,1,6.919651211217761,7.827947204963407,18.284315774824844,10.113991560303875,0.11381010730488728,LMC,Middle East & North Africa,"(-0.75, 0.75]","(-0.75, 0.75]","(0.75, 1.5]","(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]|(0.75, 1.5]|(-0.75, 0.75]",108,18,1.0
710,egy,1,6.919651211217761,7.827947204963407,18.284315774824844,10.113991560303875,0.11381010730488728,LMC,Middle East & North Africa,"(-0.75, 0.75]","(-0.75, 0.75]","(0.75, 1.5]","(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]|(0.75, 1.5]|(-0.75, 0.75]",108,18,1.0
711,egy,1,6.919651211217761,7.827947204963407,18.284315774824844,10.113991560303875,0.11381010730488728,LMC,Middle East & North Africa,"(-0.75, 0.75]","(-0.75, 0.75]","(0.75, 1.5]","(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]|(0.75, 1.5]|(-0.75, 0.75]",108,18,1.0
712,egy,1,6.919651211217761,7.827947204963407,18.284315774824844,10.113991560303875,0.11381010730488728,LMC,Middle East & North Africa,"(-0.75, 0.75]","(-0.75, 0.75]","(0.75, 1.5]","(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]|(0.75, 1.5]|(-0.75, 0.75]",108,18,1.0
713,egy,1,6.919651211217761,7.827947204963407,18.284315774824844,10.113991560303875,0.11381010730488728,LMC,Middle East & North Africa,"(-0.75, 0.75]","(-0.75, 0.75]","(0.75, 1.5]","(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]|(0.75, 1.5]|(-0.75, 0.75]",108,18,1.0
714,egy,1,6.919651211217761,7.827947204963407,18.284315774824844,10.113991560303875,0.11381010730488728,LMC,Middle East & North Africa,"(-0.75, 0.75]","(-0.75, 0.75]","(0.75, 1.5]","(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]|(0.75, 1.5]|(-0.75, 0.75]",108,18,1.0
715,egy,1,6.919651211217761,7.827947204963407,18.284315774824844,10.113991560303875,0.11381010730488728,LMC,Middle East & North Africa,"(-0.75, 0.75]","(-0.75, 0.75]","(0.75, 1.5]","(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]|(0.75, 1.5]|(-0.75, 0.75]",108,18,1.0
716,egy,1,6.919651211217761,7.827947204963407,18.284315774824844,10.113991560303875,0.11381010730488728,LMC,Middle East & North Africa,"(-0.75, 0.75]","(-0.75, 0.75]","(0.75, 1.5]","(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]|(0.75, 1.5]|(-0.75, 0.75]",108,18,1.0
717,egy,1,6.919651211217761,7.827947204963407,18.284315774824844,10.113991560303875,0.11381010730488728,LMC,Middle East & North Africa,"(-0.75, 0.75]","(-0.75, 0.75]","(0.75, 1.5]","(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]|(0.75, 1.5]|(-0.75, 0.75]",108,18,1.0
718,egy,1,6.919651211217761,7.827947204963407,18.284315774824844,10.113991560303875,0.11381010730488728,LMC,Middle East & North Africa,"(-0.75, 0.75]","(-0.75, 0.75]","(0.75, 1.5]","(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]|(0.75, 1.5]|(-0.75, 0.75]",108,18,1.0
719,egy,1,6.919651211217761,7.827947204963407,18.284315774824844,10.113991560303875,0.11381010730488728,LMC,Middle East & North Africa,"(-0.75, 0.75]","(-0.75, 0.75]","(0.75, 1.5]","(0.75, 1.5]","(-0.75, 0.75]","(0.75, 1.5]|(0.75, 1.5]|(-0.75, 0.75]",108,18,1.0
756,est,0,5.61022039063554,9.80944971928272,14.137122931678464,8.342601680684194,0.10349077781818328,HIC,Europe & Central Asia,"(-0.75, 0.75]","(0.75, 1.5]","(-3.0, -1.5]","(-0.75, 0.75]","(-0.75, 0.75]","(-3.0, -1.5]|(-0.75, 0.75]|(0.75, 1.5]",54,18,0.3333333333333333
757,est,0,5.61022039063554,9.80944971928272,14.137122931678464,8.342601680684194,0.10349077781818328,HIC,Europe & Central Asia,"(-0.75, 0.75]","(0.75, 1.5]","(-3.0, -1.5]","(-0.75, 0.75]","(-0.75, 0.75]","(-3.0, -1.5]|(-0.75, 0.75]|(0.75, 1.5]",54,18,0.3333333333333333
758,est,0,5.61022039063554,9.80944971928272,14.137122931678464,8.342601680684194,0.10349077781818328,HIC,Europe & Central Asia,"(-0.75, 0.75]","(0.75, 1.5]","(-3.0, -1.5]","(-0.75, 0.75]","(-0.75, 0.75]","(-3.0, -1.5]|(-0.75, 0.75]|(0.75, 1.5]",54,18,0.3333333333333333
759,est,0,5.61022039063554,9.80944971928272,14.137122931678464,8.342601680684194,0.10349077781818328,HIC,Europe & Central Asia,"(-0.75, 0.75]","(0.75, 1.5]","(-3.0, -1.5]","(-0.75, 0.75]","(-0.75, 0.75]","(-3.0, -1.5]|(-0.75, 0.75]|(0.75, 1.5]",54,18,0.3333333333333333
760,est,0,5.61022039063554,9.80944971928272,14.137122931678464,8.342601680684194,0.10349077781818328,HIC,Europe & Central Asia,"(-0.75, 0.75]","(0.75, 1.5]","(-3.0, -1.5]","(-0.75, 0.75]","(-0.75, 0.75]","(-3.0, -1.5]|(-0.75, 0.75]|(0.75, 1.5]",54,18,0.3333333333333333
761,est,0,5.61022039063554,9.80944971928272,14.137122931678464,8.342601680684194,0.10349077781818328,HIC,Europe & Central Asia,"(-0.75, 0.75]","(0.75, 1.5]","(-3.0, -1.5]","(-0.75, 0.75]","(-0.75, 0.75]","(-3.0, -1.5]|(-0.75, 0.75]|(0.75, 1.5]",54,18,0.3333333333333333
762,est,0,5.61022039063554,9.80944971928272,14.137122931678464,8.342601680684194,0.10349077781818328,HIC,Europe & Central Asia,"(-0.75, 0.75]","(0.75, 1.5]","(-3.0, -1.5]","(-0.75, 0.75]","(-0.75, 0.75]","(-3.0, -1.5]|(-0.75, 0.75]|(0.75, 1.5]",54,18,0.3333333333333333
763,est,0,5.61022039063554,9.80944971928272,14.137122931678464,8.342601680684194,0.10349077781818328,HIC,Europe & Central Asia,"(-0.75, 0.75]","(0.75, 1.5]","(-3.0, -1.5]","(-0.75, 0.75]","(-0.75, 0.75]","(-3.0, -1.5]|(-0.75, 0.75]|(0.75, 1.5]",54,18,0.3333333333333333
764,est,0,5.61022039063554,9.80944971928272,14.137122931678464,8.342601680684194,0.10349077781818328,HIC,Europe & Central Asia,"(-0.75, 0.75]","(0.75, 1.5]","(-3.0, -1.5]","(-0.75, 0.75]","(-0.75, 0.75]","(-3.0, -1.5]|(-0.75, 0.75]|(0.75, 1.5]",54,18,0.3333333333333333
765,est,0,5.61022039063554,9.80944971928272,14.137122931678464,8.342601680684194,0.10349077781818328,HIC,Europe & Central Asia,"(-0.75, 0.75]","(0.75, 1.5]","(-3.0, -1.5]","(-0.75, 0.75]","(-0.75, 0.75]","(-3.0, -1.5]|(-0.75, 0.75]|(0.75, 1.5]",54,18,0.3333333333333333
766,est,0,5.61022039063554,9.80944971928272,14.137122931678464,8.342601680684194,0.10349077781818328,HIC,Europe & Central Asia,"(-0.75, 0.75]","(0.75, 1.5]","(-3.0, -1.5]","(-0.75, 0.75]","(-0.75, 0.75]","(-3.0, -1.5]|(-0.75, 0.75]|(0.75, 1.5]",54,18,0.3333333333333333
767,est,0,5.61022039063554,9.80944971928272,14.137122931678464,8.342601680684194,0.10349077781818328,HIC,Europe & Central Asia,"(-0.75, 0.75]","(0.75, 1.5]","(-3.0, -1.5]","(-0.75, 0.75]","(-0.75, 0.75]","(-3.0, -1.5]|(-0.75, 0.75]|(0.75, 1.5]",54,18,0.3333333333333333
768,est,0,5.61022039063554,9.80944971928272,14.137122931678464,8.342601680684194,0.10349077781818328,HIC,Europe & Central Asia,"(-0.75, 0.75]","(0.75, 1.5]","(-3.0, -1.5]","(-0.75, 0.75]","(-0.75, 0.75]","(-3.0, -1.5]|(-0.75, 0.75]|(0.75, 1.5]",54,18,0.3333333333333333
769,est,0,5.61022039063554,9.80944971928272,14.137122931678464,8.342601680684194,0.10349077781818328,HIC,Europe & Central Asia,"(-0.75, 0.75]","(0.75, 1.5]","(-3.0, -1.5]","(-0.75, 0.75]","(-0.75, 0.75]","(-3.0, -1.5]|(-0.75, 0.75]|(0.75, 1.5]",54,18,0.3333333333333333
