number_of_publications,latest_affiliation_country,dist
333,kor,1
38,uzb,2
970,bra,1
192,sgp,1
301,bra,1
1197,usa,1
57,cyp,1
603,swe,1
59,uzb,1
259,mex,1
37,geo,2
808,nld,1
207,nor,2
107,ken,1
139,cze,2
393,aut,1
80,ken,2
3,wlf,2
273,tur,1
33,slv,1
371,nld,1
65,cmr,1
284,kor,3
461,usa,2
40,syr,1
151,egy,1
327,jpn,2
551,deu,1
282,esp,1
260,ind,1
58,cub,1
201,bgd,2
272,sau,1
158,che,2
198,swe,1
37,brn,1
535,fra,1
199,mys,1
604,usa,2
20,syr,1
128,bgr,1
250,bra,1
434,nld,1
41,pse,1
277,bra,2
686,chn,1
55,lva,1
190,tha,2
61,qat,3
690,fin,1
333,gbr,2
46,gha,2
226,ind,1
58,uga,1
371,aus,1
812,deu,1
130,pak,1
103,hrv,1
323,bra,1
92,isl,1
272,cze,1
228,irl,1
359,aus,1
388,aut,1
548,jpn,2
302,zaf,1
183,fin,1
16,hti,1
211,fin,1
269,aut,1
37,omn,2
149,mar,1
673,esp,1
126,arg,1
197,per,1
994,kor,1
527,bel,1
329,can,1
448,bel,1
209,zaf,1
74,bgd,2
31,bwa,1
577,chn,1
45,cri,1
27,grl,1
68,lao,1
160,arg,1
747,chn,1
49,grl,1
350,irn,1
246,vnm,1
47,lux,1
22,gab,2
11,gum,1
100,ltu,1
635,usa,1
553,aus,1
239,nor,1
161,grc,2
133,pak,1
23,msr,1
189,rus,2
168,mys,1
94,egy,2
209,dnk,1
14,hnd,2
224,vnm,1
124,lva,1
109,rou,1
341,fra,3
79,mac,1
52,blr,1
80,gha,1
807,usa,1
127,srb,1
455,jpn,1
200,hkg,2
41,mda,1
363,bra,1
574,ind,1
311,zaf,1
582,bra,1
559,chn,1
12,flk,2
302,fin,2
197,che,2
228,bra,3
474,prt,1
356,svk,1
293,sgp,1
68,bih,1
483,can,1
636,irn,1
240,twn,1
710,twn,1
265,sgp,1
173,grc,1
712,can,1
95,chl,1
46,tza,2
30,mng,2
428,gbr,2
375,sgp,1
901,usa,1
262,aus,1
496,jpn,1
443,twn,2
252,tur,1
166,nzl,1
447,jpn,1
87,tza,1
109,sau,1
86,gab,1
109,isl,1
332,nor,1
294,isr,1
884,usa,1
486,gbr,1
275,pol,2
410,nzl,1
74,svn,2
211,zaf,1
158,prt,2
517,fra,1
18,dom,1
449,chn,2
261,fra,2
309,aus,1
446,hkg,1
206,sgp,2
41,ben,2
415,bra,2
710,usa,1
16,mrt,2
66,lby,1
69,kwt,1
13,glp,1
289,ita,1
244,pak,1
37,bol,1
531,aus,1
154,svk,1
189,zaf,2
74,hrv,1
668,sau,1
86,col,1
70,cmr,1
7,ton,1
17,fji,1
82,ken,1
323,zaf,1
7,vgb,1
101,cyp,1
7,wlf,1
59,lao,1
40,lbr,1
15,eri,1
438,twn,1
51,sdn,1
449,aus,1
238,cze,1
409,nld,1
18,lby,1
86,ukr,2
24,grd,2
34,afg,1
71,nga,1
281,geo,1
22,afg,1
4,hmd,1
47,lka,1
231,nzl,1
58,omn,1
132,png,1
470,can,1
369,per,1
4,nru,1
89,mac,1
18,afg,1
40,bhr,1
27,ben,1
321,kor,1
147,are,1
74,mmr,1
694,nld,1
13,dji,1
28,fji,2
637,jpn,1
610,esp,1
13,msr,1
611,aus,1
210,aut,1
42,mkd,1
271,bel,2
84,zmb,1
236,isr,1
62,mac,1
282,bel,1
364,can,1
93,tza,1
121,vnm,1
777,aus,1
45,mdg,1
238,tha,1
188,isr,1
18,nic,1
12,dma,1
72,cyp,1
589,fin,1
425,bra,1
91,mar,1
85,svn,2
217,brb,1
355,irn,1
587,usa,1
44,nic,1
537,mys,1
304,esp,1
29,gin,1
202,bel,1
57,gmb,1
374,bel,1
889,esp,1
434,kor,1
359,gbr,1
115,tun,1
152,tha,1
450,ita,1
273,civ,1
45,moz,1
240,ind,1
55,gmb,1
191,tur,1
15,atg,1
101,tun,1
320,twn,1
51,phl,2
316,bel,1
938,chn,2
321,nld,1
1866,can,1
169,eth,1
201,hkg,1
13,brb,2
55,pan,1
215,isr,1
195,col,1
168,swe,1
28,ata,1
63,sen,1
279,twn,1
256,zaf,1
220,lva,1
13,smr,1
27,khm,1
357,deu,2
269,dnk,1
230,grc,1
767,bra,1
468,nld,1
128,chl,1
795,usa,1
372,ind,1
1138,deu,1
388,irn,1
262,prt,1
134,grc,1
175,per,1
88,arm,1
228,grc,1
422,fra,1
105,bhr,1
419,can,1
179,tur,1
1737,tha,1
398,twn,1
722,usa,1
49,zmb,1
206,arg,1
236,ken,1
102,uga,1
341,fin,1
542,chn,2
39,pse,1
95,cmr,1
677,kor,1
626,can,1
185,bwa,1
9,som,1
993,chn,1
67,lux,1
717,esp,1
903,deu,1
1331,ita,1
316,mys,1
482,chn,1
79,nga,1
145,ukr,1
581,kor,1
74,pri,1
80,tza,2
84,ven,1
293,bra,1
264,bra,1
55,gab,1
241,bel,1
20,wsm,1
118,mex,1
497,aut,1
326,nld,1
312,bel,1
251,tur,1
200,prt,1
557,che,1
200,isl,1
32,swz,1
552,fin,1
392,nor,1
114,bfa,1
32,guf,1
223,mex,1
369,twn,1
547,aus,1
178,irl,1
51,cog,1
332,can,1
490,jpn,1
20,atg,1
33,ncl,1
62,pri,1
29,grl,1
127,ken,1
103,srb,1
67,mar,1
358,ita,1
38,nam,1
456,fra,1
238,hun,1
66,per,1
539,grd,1
37,tto,1
75,ecu,1
245,sgp,1
22,tjk,1
47,reu,1
53,tto,1
384,bra,1
50,cyp,1
232,mdg,1
131,isl,1
112,egy,1
180,nzl,1
1139,usa,1
117,tha,1
563,fra,1
309,ind,1
859,fra,1
151,npl,1
61,cri,1
359,swe,1
1316,usa,1
31,mco,1
12,lso,1
239,twn,1
119,isl,1
265,twn,1
51,gab,1
222,chl,1
101,chl,2
213,pol,1
93,mdg,1
66,gin,1
23,reu,1
645,jpn,1
66,brn,1
166,mne,1
261,cze,1
52,npl,1
64,ury,1
629,che,1
110,kwt,1
341,gbr,1
22,png,1
57,arm,1
19,asm,1
8,myt,1
173,nor,1
339,aus,1
207,prt,1
287,irn,1
83,gnb,1
87,est,1
688,swe,1
187,fin,1
17,ssd,1
79,col,1
240,irn,1
461,gbr,1
299,sgp,1
8,vct,1
112,pan,1
426,nor,1
7,tur,3808
10,nga,501
6,tun,825
24,dnk,267
32,chn,2790
100,nor,12
29,cyp,13
23,mar,54
85,irn,25
57,bra,157
24,mng,3
68,chl,15
20,rou,180
127,fra,32
34,aut,119
71,deu,203
63,tur,88
100,usa,346
97,pol,19
134,fra,37
15,svk,171
46,gbr,467
153,pol,6
182,che,3
48,chn,1131
238,chn,8
20,tun,121
157,deu,38
1,grd,332
167,irn,5
137,che,13
24,sgp,130
33,rou,49
63,tza,3
21,omn,16
14,pri,23
1,gin,397
32,bel,165
15,irq,15
29,,216
26,,271
5,gbr,22731
5,nld,6811
5,dza,557
22,swe,527
12,chl,351
56,grc,48
2,are,1410
70,deu,212
68,deu,258
61,rus,59
15,nor,514
54,hun,23
20,dnk,385
66,esp,142
10,lux,47
17,prt,427
49,bel,84
141,usa,169
268,can,1
223,kor,6
101,jpn,124
38,chn,1986
158,ind,10
31,chn,3101
34,nga,38
59,bel,70
26,isl,13
48,prt,50
41,mys,53
231,cze,1
124,fra,49
43,are,10
5,mli,57
3,tcd,25
9,qat,69
4,plw,5
16,sen,27
12,nga,348
4,arg,4082
28,irn,286
11,nzl,535
192,usa,67
3,arm,262
81,dza,1
100,ita,71
12,aze,16
11,cub,164
73,grc,24
50,dnk,58
405,usa,6
109,gbr,56
121,nld,26
86,can,97
137,fin,8
54,kor,220
35,mex,104
7,pri,95
81,pol,21
118,irn,12
141,jpn,40
54,vnm,5
107,can,49
161,kor,12
14,pol,1277
17,srb,201
16,mar,102
9,irl,621
5,cmr,256
52,usa,1754
7,ukr,624
52,fra,381
96,chn,182
180,dnk,2
66,gbr,209
471,deu,3
256,fra,5
3,brn,79
42,gin,3
76,bel,42
135,usa,162
216,ind,2
15,mys,321
101,grc,12
45,ind,248
55,gbr,352
160,aut,3
200,twn,8
53,fin,44
68,bel,44
65,pol,48
28,svk,61
120,aut,11
183,chn,35
4,bdi,15
43,irn,118
4,irn,8657
1,hti,422
2,isl,690
19,bgr,76
20,pol,705
2,mrt,64
72,irn,39
63,ind,102
75,dnk,25
86,aus,80
49,irn,86
55,fra,318
6,bol,38
298,dnk,1
110,ind,22
70,can,148
5,arm,120
130,gbr,37
5,irl,1535
167,usa,95
94,kor,62
92,col,2
45,svn,11
52,tha,24
18,tun,125
173,irn,1
39,tun,28
43,prt,79
22,sgp,160
13,eth,87
14,npl,52
62,ind,100
45,pak,30
19,,610
1,mar,9563
8,egy,1237
26,ita,1382
20,ind,1419
16,irn,861
6,bgr,490
15,tza,38
20,civ,18
70,usa,930
46,zaf,35
143,aus,18
34,chn,2533
121,chn,104
37,pak,49
178,jpn,24
17,chn,9599
93,jpn,135
174,nld,8
100,deu,77
73,chn,432
192,twn,12
15,civ,16
8,jam,40
16,ecu,27
10,npl,93
50,pol,93
6,zmb,62
311,can,5
45,kor,313
92,lbn,2
2,aia,4
20,kgz,4
35,idn,14
1,phl,8557
9,svn,278
12,mex,919
2,gha,1445
54,usa,1664
72,ind,72
25,irn,385
11,sau,341
24,che,374
27,gbr,1406
8,per,144
5,cog,107
88,arg,9
49,lbn,4
253,can,9
85,che,30
72,bra,100
2,cri,731
119,twn,23
9,kwt,76
48,sau,21
47,irn,116
42,mys,41
109,kor,49
31,nga,41
10,jam,28
43,nga,14
3,mrt,32
1,ssd,64
9,can,5383
58,tun,14
97,gbr,86
19,irn,618
69,deu,211
4,tza,348
51,jpn,550
3,pak,5398
24,ukr,46
84,usa,619
192,bel,3
50,che,103
226,usa,45
113,can,48
20,mar,64
94,gbr,102
198,chn,26
61,can,185
85,gbr,109
126,cze,7
111,can,36
273,gbr,3
187,deu,24
34,hkg,61
65,can,150
11,bol,15
55,hkg,19
13,bfa,42
29,bgr,38
17,mac,17
77,tur,44
353,usa,9
1,svk,9474
3,jpn,56325
3,swe,8540
6,nld,5644
4,svn,934
25,can,947
25,fin,224
68,irn,41
216,pol,4
28,arg,165
114,usa,275
47,ita,475
20,svk,113
51,che,105
255,esp,4
53,aus,223
85,nzl,16
46,hun,30
83,jpn,189
273,chn,11
1,reu,184
137,jpn,64
8,bfa,56
25,tun,69
43,ken,6
11,deu,5761
4,kaz,730
19,mex,395
140,usa,156
21,zwe,7
67,jpn,331
56,usa,1582
26,hrv,83
14,cze,590
31,pak,71
25,zaf,134
82,tur,40
68,mar,4
45,can,303
33,mex,123
34,isr,146
16,hkg,212
27,mar,37
104,irn,18
174,deu,18
70,esp,118
4,gha,470
223,chn,22
22,,417
1,twn,81336
14,nld,1610
2,fin,8169
4,hun,2311
48,usa,2041
20,che,527
18,aus,1513
10,jpn,9197
14,aus,2170
22,zaf,200
38,esp,487
2,bih,911
10,bgr,258
16,idn,114
28,rus,411
68,fin,33
96,ita,74
67,chn,561
98,nld,46
188,aus,15
28,egy,78
4,brn,45
113,fra,65
13,ukr,185
91,bra,53
30,nga,49
10,vnm,142
27,bfa,8
9,cub,211
5,are,359
4,irq,450
65,irl,13
11,lbr,1
28,pak,85
8,blr,96
1,mdv,77
51,rus,102
2,jor,1836
3,can,28392
12,zaf,543
14,gbr,4615
3,sgp,3638
22,bgr,69
65,jpn,331
93,ita,82
14,blr,29
58,srb,9
55,bra,174
82,ita,138
39,isr,94
104,deu,86
12,mar,188
36,aut,85
65,twn,72
56,rus,73
53,twn,110
384,jpn,1
10,irl,506
47,kor,283
8,bgd,209
41,irl,40
351,kor,1
437,dnk,1
15,ven,59
36,mys,66
57,pak,15
21,are,23
19,bhr,4
7,,5428
246,chn,13
77,,13
1,aus,105010
1,cyp,2031
46,usa,2288
18,bra,1690
8,arg,1474
12,tha,530
12,fin,729
28,ita,1250
5,arg,2832
38,isr,105
23,svk,86
44,deu,527
139,deu,43
77,esp,103
59,nor,36
133,usa,200
8,irl,811
155,chn,57
6,gin,21
2,lso,51
23,isl,24
24,rou,110
10,ecu,56
282,usa,19
2,zwe,584
15,col,129
34,,135
15,dnk,628
129,fra,40
25,gbr,1609
22,aus,1018
96,usa,436
34,deu,842
17,jor,45
28,tur,594
111,nor,4
272,rus,1
20,ukr,82
41,mex,74
67,bra,110
33,rus,285
42,esp,389
67,deu,225
2,syc,26
49,per,4
70,cze,14
54,gbr,319
54,ind,174
58,nor,33
59,nzl,27
84,jpn,178
104,esp,43
144,kor,14
72,esp,124
156,chn,69
6,eth,269
50,irn,98
17,ven,41
2,and,40
211,chn,22
637,deu,1
2,mda,281
2,vgb,5
40,hkg,49
14,jor,69
5,fra,15211
2,svk,3713
1,cog,1971
130,col,2
11,tur,2164
6,arg,2236
27,sgp,83
16,vnm,65
8,hun,919
27,ken,25
48,pol,125
87,aus,83
21,chl,138
61,grc,35
39,deu,650
46,ind,250
81,swe,32
94,che,22
150,ita,28
301,deu,6
50,bra,246
56,tur,125
93,mys,9
47,rus,133
19,mdg,5
130,chn,92
10,irq,58
22,hkg,127
102,tha,7
21,dza,29
1,dji,83
4,ncl,49
2,prt,10593
2,cub,4858
6,nzl,1257
5,can,13216
10,hrv,448
38,rus,213
32,fra,973
47,deu,444
68,nor,42
115,khm,1
40,che,169
134,usa,166
35,chn,2423
19,sau,182
29,isr,173
133,fra,38
103,aus,43
49,irl,31
380,usa,6
24,twn,415
26,pak,99
94,tur,9
76,che,43
199,can,7
11,idn,269
50,sgp,28
3,syr,218
2,gib,9
66,sau,18
66,tur,74
12,pol,1656
13,ind,3501
1,cmr,4693
3,aut,5205
10,deu,6891
14,ita,3585
11,ven,115
8,hrv,618
2,irl,6471
12,eth,87
152,usa,121
65,aus,139
57,che,84
64,jpn,359
46,nld,154
24,hkg,111
139,can,33
163,bel,9
36,zaf,70
181,dnk,3
136,usa,177
250,chn,13
154,chn,65
134,can,25
52,pan,2
167,gbr,12
122,gbr,46
134,kor,28
37,isl,8
20,pak,187
24,mkd,5
59,irn,62
168,deu,28
38,ury,10
4,png,54
71,twn,64
68,bra,122
4,aus,14025
1,ken,6682
1,lby,1497
5,bhs,8
1,pse,1489
7,arg,1742
23,prt,258
90,dnk,19
90,bra,54
85,prt,16
277,aus,4
66,nor,29
40,nor,82
21,svk,86
19,twn,594
86,esp,77
115,jpn,83
272,usa,17
23,nga,94
164,fin,4
11,kwt,45
10,ben,44
19,dza,30
55,hun,27
79,irn,33
3,ita,29702
31,ind,540
2,aze,879
7,arm,65
24,tha,141
19,bel,463
25,bra,955
14,prt,578
52,aus,210
40,rus,178
58,nld,112
26,hun,113
21,arg,329
92,nld,43
82,irn,27
41,swe,146
88,bra,62
35,gbr,757
46,swe,104
46,tha,31
91,che,23
30,bgr,29
155,jpn,43
64,dnk,53
13,dnk,738
82,fin,19
70,tun,10
7,bfa,80
56,twn,108
14,per,58
74,deu,185
2,fji,151
12,bih,45
266,jpn,4
50,,56
60,ind,121
64,ita,202
29,esp,789
29,bra,686
30,tun,66
182,zaf,3
45,usa,2368
54,jpn,516
60,tha,18
61,esp,182
34,pol,243
71,nld,82
64,bra,134
195,jpn,20
297,can,2
1,hnd,632
159,can,24
376,fra,2
99,jpn,112
12,tun,290
309,kor,2
18,mys,237
152,che,8
80,dnk,19
4,mlt,91
14,mys,379
56,fin,42
5,npl,279
34,mar,17
14,rou,337
13,bgd,96
447,usa,3
208,jpn,5
129,can,32
75,aut,26
1,mda,870
9,deu,8278
11,can,4012
23,isr,276
17,zaf,274
26,mex,205
43,can,314
17,jpn,3972
29,nzl,100
9,ven,165
18,brb,4
15,grc,447
14,tur,1730
4,omn,205
33,grc,132
14,twn,927
9,idn,348
15,ind,2628
12,chn,17849
26,zaf,97
15,chn,12070
131,twn,19
39,nor,89
65,chn,556
21,hkg,148
25,geo,9
81,tur,40
152,kor,14
36,vnm,7
29,can,695
14,fin,554
16,cub,58
27,grc,179
10,cze,1060
3,kaz,1264
37,nld,284
18,isr,357
21,che,468
110,fra,65
92,can,68
98,pol,18
63,nld,106
7,dnk,1833
59,pol,78
237,fin,3
106,gbr,71
30,prt,172
75,ind,66
40,kor,371
6,sen,126
47,tha,43
2,cyp,702
48,arg,37
11,ecu,52
43,srb,35
73,twn,73
86,hkg,11
110,,2
1,dnk,26570
34,bra,532
1,nic,627
2,bgr,2619
89,ind,39
6,idn,862
41,bel,114
4,kgz,51
7,gab,21
21,fra,1898
86,isr,27
69,aus,130
5,kor,11013
61,nld,93
128,rou,2
29,arg,153
106,deu,85
261,nld,2
51,aut,52
109,deu,68
6,gha,240
25,bgd,33
12,col,221
113,jpn,87
29,che,286
54,zaf,39
28,nga,43
22,cyp,11
45,pol,122
3,rwa,164
9,fra,6680
3,geo,527
3,sau,2881
51,bra,237
13,zaf,465
2,svn,2542
4,are,428
155,usa,119
26,egy,102
18,tha,260
24,tur,805
35,che,209
38,tur,350
6,bhr,37
51,nor,51
114,fin,9
135,jpn,54
20,fji,1
68,pan,1
80,aus,96
13,chn,15611
169,jpn,34
7,irq,118
40,egy,30
85,chn,294
31,bel,204
11,lbn,91
16,col,118
1,prk,221
83,bra,76
39,irl,46
179,chn,26
30,bfa,9
80,isr,10
3,dom,52
15,bfa,20
4,sen,184
21,bra,1318
8,sau,658
9,aut,1093
2,vnm,2943
29,fra,1052
14,srb,268
44,ita,508
6,isl,144
13,aut,603
38,ken,16
95,ita,88
80,gbr,146
94,grc,11
94,isr,18
110,kor,26
101,twn,22
89,kor,59
17,uga,37
15,uga,37
3,sle,65
7,are,223
3,mli,145
83,kor,69
224,chn,19
212,usa,47
29,bwa,6
312,aut,1
62,bgr,5
34,isl,9
82,nld,72
44,eth,5
42,jor,5
3,chn,197409
7,usa,62850
11,dnk,952
13,bra,3135
6,tza,177
55,esp,263
40,bra,391
47,fra,459
2,civ,738
2,omn,752
124,deu,60
3,and,6
57,deu,302
38,srb,35
93,deu,98
78,ita,138
51,isr,67
357,jpn,10
8,hkg,705
70,kor,123
24,zaf,135
41,pol,187
10,mli,32
25,dnk,246
44,jor,4
4,tgo,73
41,aut,77
94,jpn,143
3,slv,58
32,,192
43,,91
1,mex,75544
12,nld,2140
5,svk,982
14,bra,2742
12,mwi,35
14,esp,2847
8,irn,2638
9,hrv,539
45,esp,347
71,can,136
28,srb,92
44,fra,569
53,can,229
29,dnk,163
118,nld,30
52,can,248
105,swe,23
245,usa,21
127,chn,88
116,mex,5
17,eth,46
6,mdg,64
168,che,10
53,nga,8
11,npl,74
8,flk,1
32,sau,57
129,deu,50
6,mac,57
84,,18
8,usa,51876
4,deu,31421
9,grc,1021
2,lao,235
23,srb,138
34,ita,878
35,tur,410
67,tur,74
62,fra,237
2,irq,2090
25,pol,468
27,jpn,1851
60,are,2
33,egy,47
15,srb,270
49,jpn,642
68,gbr,181
254,usa,32
72,chn,431
83,aus,93
117,chn,119
1,ago,395
35,hrv,39
2,lux,414
3,gmb,55
48,hkg,35
24,ben,7
24,png,3
20,mmr,2
3,zwe,268
88,sle,1
193,chn,28
3,usa,215358
16,gbr,3745
3,ven,1427
24,grc,212
78,bra,67
41,deu,634
32,aut,131
11,aut,780
4,lby,75
33,aze,1
54,fin,50
26,sgp,107
157,lbn,1
5,sgp,1745
59,gbr,270
51,ind,192
37,sau,39
18,eth,29
5,isl,164
114,chn,147
11,bgd,145
28,ukr,32
34,cub,7
88,deu,139
4,bhr,103
16,bgd,92
52,pol,97
31,,197
15,bra,2446
26,nld,519
36,ita,807
5,isr,2784
26,svn,54
28,esp,884
108,cmr,1
71,esp,120
101,irn,13
12,bgr,186
59,dnk,45
51,pol,104
74,gbr,170
16,chn,10656
75,cze,19
180,usa,82
231,aut,1
29,mex,168
323,fin,1
49,che,119
100,nld,38
49,twn,134
27,aus,739
19,srb,157
65,zaf,19
5,moz,55
12,ltu,130
9,vnm,160
44,nor,75
12,cog,16
114,fra,56
36,srb,59
11,bwa,27
89,isr,19
172,can,13
14,irn,1030
2,prk,34
1,arg,33377
12,gbr,5984
3,bfa,264
1,omn,3078
1,svn,7014
7,srb,749
79,grc,17
44,mex,53
41,gbr,602
31,srb,79
21,hun,168
45,are,9
72,aus,100
158,dnk,3
99,aus,53
196,nzl,3
162,chn,53
222,jpn,12
3,zmb,187
12,sgp,419
4,srb,1473
2,hti,127
11,alb,10
3,blz,21
13,pak,421
4,rwa,84
52,dnk,55
21,svn,69
27,bgr,32
3,irn,14175
6,can,10130
15,usa,18860
2,dnk,10520
13,irn,1150
25,cze,215
8,svk,486
30,uga,8
4,mmr,66
26,rus,515
134,aus,25
27,esp,955
23,tza,17
56,deu,340
207,nld,5
37,arg,98
64,esp,162
130,usa,207
90,tha,9
170,fra,19
10,ken,174
24,irn,396
2,bhr,331
20,hrv,141
18,rou,197
104,kor,46
62,sau,12
14,lao,6
32,geo,7
7,pan,28
39,,102
2,per,2301
1,idn,26804
1,swe,37164
17,usa,15142
1,hkg,19449
10,ind,5867
21,usa,10189
10,bra,4914
32,jpn,1387
19,bra,1610
23,nzl,175
4,aze,215
16,lka,21
27,cze,218
43,pak,45
44,aus,298
63,gbr,249
25,nor,210
34,rus,282
76,arg,15
90,fra,128
164,usa,101
245,hkg,2
5,mco,21
77,fin,13
2,tcd,45
100,can,67
100,twn,28
10,srb,485
8,cmr,101
53,mex,46
594,chn,3
47,chl,16
38,eth,8
108,can,47
62,aus,144
28,twn,339
70,gtm,1
4,ind,29282
13,esp,3071
11,ita,5238
21,jpn,2717
20,can,1425
4,uga,390
10,fra,5922
13,aus,2511
9,swe,2292
24,nor,252
22,blr,9
18,jpn,3575
9,isl,85
43,nld,225
42,prt,77
94,can,65
78,fra,152
33,can,542
86,nld,45
43,dnk,78
84,rus,30
73,nor,9
56,jpn,491
135,chn,67
43,hkg,37
136,chn,91
118,aus,53
93,twn,42
76,irn,33
48,bhs,1
34,egy,48
7,lao,20
454,esp,1
4,mus,39
260,nld,7
1,lbr,276
6,pri,110
8,fra,8037
1,lao,744
17,rus,1255
14,dza,64
12,ita,4528
15,cyp,39
39,gbr,693
2,sen,604
19,col,95
71,tur,57
77,mys,11
52,prt,64
27,bra,818
83,fra,124
30,mex,139
328,fra,1
101,chn,178
36,nzl,53
84,chn,316
3,est,697
14,cub,88
71,pan,1
13,gbr,5208
19,tha,245
47,nga,15
19,pol,759
18,nld,1079
23,rus,638
26,tur,717
13,sau,330
111,deu,86
27,ind,759
24,aus,903
29,bel,220
32,ken,17
10,bih,72
8,ven,236
80,ita,125
27,isl,15
125,jpn,71
48,bgr,10
381,can,2
206,isr,1
184,jpn,27
158,deu,36
210,deu,16
76,twn,65
73,ind,65
153,jpn,40
138,chn,79
29,srb,86
115,irn,6
40,twn,178
1,mac,893
126,kor,35
4,cog,131
7,ury,148
39,kor,403
6,mng,41
175,tha,1
144,chn,73
314,fra,5
110,prt,5
240,can,7
61,irl,20
119,per,1
65,civ,1
32,tun,42
35,nga,24
76,svk,6
5,zwe,108
71,bel,31
89,bra,59
230,chn,18
18,zwe,11
138,sgp,5
87,mys,7
14,khm,6
200,grc,1
65,nga,4
93,zaf,8
66,cze,24
1,shn,8
39,srb,35
39,hun,44
181,jpn,20
341,uga,1
45,twn,153
29,hkg,85
9,syr,22
24,uga,18
47,idn,5
364,deu,1
148,cze,7
212,bel,3
49,dnk,68
127,nld,26
29,lux,5
45,mwi,1
80,irn,27
50,sen,8
12,cmr,57
39,are,10
126,nld,27
16,nga,210
56,pol,70
74,bel,27
229,bel,4
207,chn,25
106,mys,8
156,egy,2
35,phl,3
2,sle,132
140,jpn,50
229,prt,1
54,,44
36,tha,70
91,dza,1
93,srb,2
111,fin,4
108,deu,85
81,pri,1
126,jpn,79
77,fra,156
21,gab,3
17,vnm,41
25,hrv,100
173,mys,2
2,sur,38
47,grc,64
21,jor,27
66,bgr,2
279,nld,8
94,deu,108
201,jpn,15
125,dnk,7
163,gbr,19
72,sau,10
21,npl,22
110,esp,31
144,bra,16
121,che,10
45,lbn,6
113,gbr,53
193,jpn,25
611,usa,5
87,nld,53
165,jpn,26
251,usa,29
90,irn,18
42,sau,34
831,,1
112,,4
265,chn,11
17,mdg,11
11,mar,209
91,cze,13
153,gbr,26
161,bra,8
25,bfa,8
11,uzb,15
138,cze,3
42,nga,17
45,dnk,75
124,aus,28
204,deu,18
81,jpn,219
64,tha,18
221,nld,7
131,deu,38
9,bhr,16
64,arg,16
84,nor,23
213,jpn,14
158,twn,7
8,mac,38
20,bgr,97
11,bih,51
84,cze,14
144,aut,7
215,can,9
167,deu,25
143,ita,27
35,bgd,9
50,mkd,1
25,est,29
15,mlt,9
94,fra,98
23,geo,14
168,rou,1
49,egy,12
378,gbr,2
267,bra,3
195,aus,11
245,chn,8
64,pak,16
29,png,2
80,fin,17
96,fra,91
87,prt,10
241,can,7
60,sgp,13
42,idn,12
17,per,41
23,lux,12
181,isr,3
427,ita,2
50,chl,15
92,sdn,1
53,cub,3
245,dnk,3
270,eth,1
151,twn,18
10,hti,7
15,uzb,10
23,sgp,116
17,gtm,8
9,uga,116
1210,deu,1
82,che,40
2,fsm,20
10,cog,17
155,aut,5
1,sjm,1
43,pri,6
34,chl,62
165,twn,9
225,fra,8
30,svk,47
21,per,14
143,prt,3
284,can,4
5,dma,8
373,esp,4
178,esp,8
211,jpn,17
56,pak,20
32,qat,7
120,esp,26
258,usa,23
110,col,2
22,gha,21
30,rou,62
98,deu,101
69,prt,32
49,svn,7
124,hrv,1
247,usa,30
121,cze,10
6,syr,48
77,grc,22
10,gin,5
46,bel,97
25,lva,10
43,vnm,6
53,jor,7
28,cub,14
149,ita,19
152,nld,12
24,pri,6
103,twn,29
207,esp,9
1,gib,18
13,tza,64
98,sgp,5
63,rou,12
33,nga,31
386,usa,6
71,chl,13
37,tun,32
130,esp,23
43,mys,53
35,pri,4
15,are,61
130,irl,1
222,ita,2
147,aus,15
18,lao,5
11,mne,13
14,rwa,11
102,che,19
122,ita,45
373,usa,7
771,nld,1
99,grc,6
230,kor,9
2,scg,11
25,are,23
135,nor,6
220,irn,2
35,egy,45
110,gbr,57
82,hkg,19
52,mac,1
30,lva,3
29,alb,1
190,ind,4
57,,42
9,gmb,12
59,svn,9
230,fra,7
151,aus,23
32,sgp,76
41,grc,87
34,hrv,43
103,nor,12
12,kaz,36
8,ury,127
87,arg,6
288,deu,5
75,prt,16
186,usa,80
162,mwi,1
189,ita,11
300,usa,13
6,ner,15
30,ukr,24
4,guy,5
87,tur,25
199,jpn,15
8,uzb,34
241,usa,38
105,che,19
198,jpn,19
148,prt,5
62,chl,14
154,kor,22
50,hun,32
149,nor,4
177,aut,4
92,twn,33
168,gbr,18
141,fin,6
105,twn,26
51,twn,118
18,cyp,18
12,kgz,3
64,npl,3
71,ind,79
38,kwt,2
39,cmr,9
324,usa,9
91,nor,10
64,can,159
209,jpn,13
82,nor,22
58,pak,17
163,che,4
29,hrv,68
102,nld,36
54,mar,6
19,irq,15
23,brn,4
128,aus,35
111,fra,61
105,rus,9
191,usa,68
183,gbr,23
5,mne,40
10,syr,19
57,srb,15
89,cze,13
86,fra,121
16,per,39
85,cze,19
122,esp,22
203,fra,12
204,cze,3
24,isl,14
161,chn,40
48,cog,1
851,usa,1
35,svk,37
24,kwt,17
163,nld,16
52,chl,24
308,jpn,6
296,bel,1
278,gbr,3
24,ltu,38
17,bhs,2
151,deu,28
84,ita,114
53,zwe,2
26,bih,16
83,pol,22
78,hrv,2
41,blr,2
35,grc,113
117,swe,15
50,moz,1
3,syc,18
50,arg,37
12,gtm,4
181,can,19
44,cze,68
78,zmb,1
355,jpn,4
200,chn,21
40,fin,79
88,tur,21
91,bel,24
129,dnk,5
31,lux,5
64,grc,24
